Region and State;Total;Inter-governmental;total.1;elementary and secondary education;Higher education;Public Welfare;Health and Hospitals;Highways;Police;all other;Exhibit personal Income (millions);year
Iowa;20,10152;0,113736;19,98778;4,52164;2,681507;3,423753;2,287521;1,806444;0,552384;4,714535;103100;2006
Kansas;18,08563;0,009463;18,07617;4,140739;2,300238;2,872027;1,257021;1,798084;0,63843;5,06963;99435,49;2006
Minnesota;18,85948;0,017551;18,84193;4,353399;1,664522;4,31271;1,227148;1,490161;0,636424;5,15756;204407,7;2006
Missouri;17,18979;0,033334;17,15646;4,141267;1,536483;2,981635;1,838485;1,370437;0,586085;4,702065;201156,1;2006
Nebraska;18,34877;0,05953;18,28924;4,260332;2,273621;3,137629;1,553065;1,720059;0,523692;4,820837;63822,11;2006
North Dakota;21,15105;0,011668;21,13939;4,443337;3,09857;3,412996;0,474385;2,684228;0,496325;6,529545;21357,98;2006
South Dakota;17,59821;0,032602;17,56561;3,806956;1,633826;2,818146;0,782666;2,516724;0,497249;5,510039;26560,12;2006
Southeast;18,3487;0,019944;18,32876;4,181516;1,723631;3,024485;1,95523;1,255643;0,673953;5,514301;2614555;2006
Alabama;19,99059;0,023002;19,96759;4,477036;2,55735;3,074208;3,210757;1,312012;0,630656;4,705571;146351,6;2006
Arkansas;19,22709;0,016206;19,21089;4,963468;2,289702;4,007241;1,314091;1,359111;0,565842;4,711434;83224,05;2006
Florida;17,49688;0,015047;17,48183;3,701934;1,059397;2,555656;1,430495;1,282945;0,843271;6,608135;702930,4;2006
Georgia;17,63243;0,012691;17,61974;4,890075;1,438301;2,695911;1,839061;1,201079;0,622756;4,932558;315031,8;2006
Kentucky;19,88968;0,012467;19,87721;4,355199;2,123762;4,388487;1,406086;1,44927;0,51125;5,643161;129456,5;2006
Louisiana;21,36316;0,02131;21,34185;4,175778;1,718907;3,194507;2,687601;1,475374;0,817308;7,272371;142791,9;2006
Mississippi;23,6485;0,014361;23,63413;4,910099;2,618692;4,609261;3,299342;2,116724;0,689398;5,390619;81395,26;2006
North Carolina;18,22461;0,030516;18,1941;3,815224;2,609032;2,92351;2,45755;1,108746;0,633203;4,646833;301476,2;2006
South Carolina;21,45357;0,020443;21,43313;5,116831;2,068702;3,514755;3,480084;1,251258;0,629914;5,371583;135603,7;2006
Tennessee;17,11576;0,045915;17,06985;3,681027;1,411747;3,764663;2,035343;1,083974;0,600088;4,493003;201689,7;2006
Virginia;15,618;0,014976;15,60303;4,072391;1,649468;2,251214;1,331789;0,911182;0,537883;4,849101;322950,4;2006
West Virginia;22,15572;0,01857;22,13715;5,04069;2,436618;4,545182;1,164128;2,133722;0,458619;6,358187;51653,78;2006
Southwest;17,23945;0,018515;17,22094;4,457689;1,943863;2,721423;1,338594;1,326063;0,635168;4,798139;1219856;2006
Arizona;17,00939;0,007816;17,00157;3,686382;1,703161;2,886883;1,140032;1,175071;0,806325;5,603716;209900,7;2006
New Mexico;24,49196;0,0118;24,48016;5,085909;3,115908;4,508168;2,038236;1,986353;0,846251;6,899333;60090,84;2006
Oklahoma;17,24679;0,054546;17,19225;4,136362;2,168077;3,35461;1,161748;1,234809;0,554068;4,582576;121318,8;2006
Texas;16,77067;0,016437;16,75423;4,654576;1,887008;2,457208;1,364049;1,329789;0,588374;4,47323;828545,6;2006
Rocky Mountain;17,85471;0,014148;17,84056;4,04483;2,045513;2,321622;1,567981;1,393431;0,643632;5,823548;372161,5;2006
Colorado;16,07632;0,017251;16,05906;3,869666;1,6569;1,830442;1,287661;1,078961;0,627604;5,707832;191699,4;2006
Idaho;17,91975;0,014445;17,9053;3,946752;1,892537;3,114879;1,845954;1,572881;0,587033;4,945267;47048,64;2006
Montana;20,76991;0,006925;20,76298;4,506537;2,232125;2,869829;1,509025;2,323747;0,636105;6,685614;29976,63;2006
Utah;19,43692;0,010388;19,42653;4,100052;2,971232;2,765772;1,429575;1,373902;0,697613;6,088388;80259,89;2006
Wyoming;23,1824;0,010252;23,17215;4,904333;2,123269;2,526842;3,877811;2,494547;0,713902;6,531446;23177;2006
Far West [2];19,27072;0,18829;19,08243;4,166815;1,674464;2,870313;1,756204;1,09432;0,794514;6,725804;1982709;2006
California;19,70788;0,244316;19,46357;4,276327;1,623166;2,976742;1,749861;1,033152;0,840183;6,964135;1499309;2006
Nevada;15,96773;0,006304;15,96142;3,789768;1,165893;1,688052;1,10284;1,457514;0,88468;5,872678;100506,1;2006
Oregon;19,96663;0,014698;19,95193;4,044452;2,315115;3,04664;1,765186;1,412544;0,737337;6,63066;127254,2;2006
Washington;17,659;0,017665;17,64133;3,733683;1,856365;2,623155;2,045808;1,151864;0,519676;5,710782;255639,7;2006
Alaska;35,43378;0,018522;35,41526;6,80064;2,189944;5,46257;1,134048;4,933398;0,814051;14,08061;26428,07;2006
Hawaii;19,85187;0,008491;19,84338;3,904379;1,885831;2,91116;1,864006;0,897203;0,561672;7,819124;49616,85;2006
United States ;0,189722;0,000436;0,189286;0,044679;0,017161;0,034013;0,016047;0,011914;0,00699;0,058482;10605595;2005
New England;17,12358;0,03922;17,08436;4,095037;1,228921;3,537002;0,849443;0,90736;0,54111;5,925486;610940,1;2005
Connecticut;15,10889;0;15,10889;3,959641;1,137331;2,536404;1,022555;0,739665;0,489067;5,224225;171249;2005
Maine;22,35353;0,029413;22,32412;4,829068;1,572781;5,485234;1,468484;1,658347;0,50803;6,802173;42542,6;2005
Massachusetts;17,06172;0,069715;16,99201;3,852891;1,090717;3,537539;0,782048;0,80411;0,550823;6,373876;285671,3;2005
New Hampshire;15,39279;0;15,39279;4,182228;1,320121;3,183165;0,354128;1,047566;0,495883;4,809696;51009,8;2005
Rhode Island;20,28814;0,069998;20,21815;4,713626;1,322501;5,329303;0,680069;0,964651;0,74674;6,461256;39021,07;2005
Vermont;22,01911;0,002928;22,01618;5,612654;2,731902;5,235498;0,623138;1,694287;0,626346;5,492359;21446,31;2005
Mideast;20,12326;0,040844;20,08241;4,948801;1,316887;4,287017;1,380968;1,11968;0,761251;6,267805;1938732;2005
Delaware;21,12953;0,003334;21,1262;4,491498;2,522805;3,464794;1,138904;1,884739;0,733515;6,889946;32397,28;2005
District of Columbia;22,51696;0;22,51696;4,398688;0,323143;5,570343;2,024707;0,250603;1,378879;8,570595;31621,27;2005
Maryland;15,00725;0;15,00725;3,658615;1,572452;2,433022;0,771483;0,921756;0,610223;5,039695;244909;2005
New Jersey;17,34546;0;17,34546;5,414858;1,23579;2,895024;0,804418;0,811537;0,731247;5,452583;387156,8;2005
New York;23,22469;0,079071;23,14562;5,330333;1,185361;5,360512;1,898231;1,110605;0,926427;7,334156;795490,3;2005
Pennsylvania;19,57075;0,03618;19,53457;4,645211;1,464016;4,566747;1,26578;1,517053;0,534434;5,541326;447157,5;2005
Great Lakes;19,26769;0,000195;19,26749;4,846342;1,953136;3,288119;1,570348;1,187712;0,693042;5,728793;1570273;2005
Illinois;17,24421;0,00000778;17,2442;4,175569;1,560304;2,766007;1,120993;1,109786;0,750766;5,760779;475352,3;2005
Indiana;19,35874;0;19,35874;4,878157;2,146181;3,095002;1,824807;1,161382;0,53239;5,720825;197603,2;2005
Michigan;20,1184;0;20,1184;5,59991;2,382584;3,038183;1,905798;1,10101;0,687355;5,403559;331203,7;2005
Ohio;20,76464;0,000805;20,76384;5,087577;1,796108;4,0753;1,87256;1,174107;0,700804;6,05738;375515,7;2005
Wisconsin;19,79225;0;19,79225;4,701511;2,29584;3,673895;1,248896;1,586822;0,710224;5,575057;190598,4;2005
Plains;18,5344;0,012302;18,5221;4,257644;1,931617;3,669552;1,478042;1,610294;0,58852;4,986432;679810,4;2005
Iowa;19,69069;0,05835;19,63234;4,473595;2,589096;3,307056;2,271419;1,831405;0,544979;4,614791;97857,69;2005
Kansas;18,353;0,000279;18,35272;4,144027;2,337737;3,011804;1,288795;1,852583;0,647477;5,070293;91794,44;2005
Minnesota;19,35358;0;19,35358;4,337287;1,613412;4,716982;1,183348;1,467382;0,613727;5,421443;193242,5;2005
Missouri;17,21853;0,002338;17,21619;4,140481;1,529445;3,351165;1,696354;1,285014;0,611748;4,601986;189438;2005
Nebraska;18,08288;0,035742;18,04714;4,259261;2,256107;3,308777;1,360939;1,679194;0,488612;4,694247;61116,34;2005
North Dakota;21,28946;0;21,28946;4,481657;3,104158;3,498172;0,482465;2,556943;0,488904;6,677158;20421,58;2005
South Dakota;17,21629;0;17,21629;3,927186;1,634064;2,87179;0,815461;2,451307;0,500534;5,015952;25939,92;2005
Southeast;18,44903;0,000125;18,4489;4,120351;1,742024;3,278134;1,966896;1,245731;0,667653;5,428113;2438518;2005
Alabama;19,97256;0;19,97256;4,207325;2,530067;3,193248;3,423625;1,261836;0,59557;4,760888;137980,5;2005
Arkansas;19,18411;0,000726;19,18339;4,939065;2,191646;4,098518;1,285405;1,430255;0,572861;4,665635;77842,23;2005
Florida;17,51524;0;17,51524;3,603855;1,10767;2,725814;1,439206;1,229692;0,871159;6,537847;646923,4;2005
Georgia;17,83351;0;17,83351;4,813823;1,505874;2,995532;1,690393;1,267381;0,586331;4,974177;294551,6;2005
Kentucky;19,46828;0,000704;19,46758;4,337101;2,099833;4,435421;1,347471;1,336737;0,494229;5,416785;122183,7;2005
Louisiana;21,22319;0;21,22319;4,367099;1,767911;3,340694;2,862544;1,327253;0,788238;6,769452;134461,9;2005
Mississippi;22,89332;0;22,89332;4,547835;2,595322;5,223392;3,183995;1,678009;0,660745;5,004017;77953,8;2005
North Carolina;18,4666;0;18,4666;3,817977;2,63288;3,207333;2,489767;1,263035;0,608367;4,44724;281148,2;2005
South Carolina;22,33538;0;22,33538;5,095535;2,075491;4,127048;3,525965;1,314016;0,594792;5,602535;125376,5;2005
Tennessee;17,8602;0;17,8602;3,678814;1,438696;4,542852;2,035198;1,005744;0,617913;4,540985;190132,8;2005
Virginia;15,41674;0,000535;15,41621;3,993284;1,615513;2,229913;1,353143;0,979572;0,535478;4,709304;301875,7;2005
West Virginia;22,79683;0;22,79683;5,081294;2,284313;4,866618;1,240315;2,164579;0,465933;6,693774;48087,77;2005
Southwest;17,7372;0,003688;17,73351;4,569067;2,032805;2,881219;1,394387;1,281603;0,64882;4,925607;1112437;2005
Arizona;17,42379;0;17,42379;3,667373;1,821794;3,123187;1,188953;1,093785;0,809714;5,718982;189280,6;2005
New Mexico;24,80307;0;24,80307;5,276437;3,03194;5,313307;1,852496;1,727775;0,844341;6,756771;56233,31;2005
Oklahoma;17,31725;0,037088;17,28016;4,257955;2,264642;3,403252;1,172312;1,195917;0,566217;4,419868;110624,8;2005
Texas;17,35169;0;17,35169;4,787648;1,977415;2,563469;1,444223;1,307967;0,606098;4,664869;756298,2;2005
Rocky Mountain;18,28964;0,001397;18,28824;4,13171;2,069571;2,363871;1,620791;1,466742;0,677552;5,958004;340830;2005
Colorado;16,2878;0,002644;16,28516;3,889727;1,640603;1,817848;1,340599;1,241085;0,671072;5,684223;177818,5;2005
Idaho;18,83796;0,00007;18,83789;4,15434;2,018498;3,280786;1,83149;1,596731;0,608751;5,347297;42831,96;2005
Montana;20,74498;0;20,74498;4,505649;2,214475;2,901777;1,46784;2,328702;0,647445;6,679094;27723,6;2005
Utah;20,05175;0,0000401;20,05171;4,30587;3,019415;2,849391;1,550769;1,301024;0,730328;6,294911;72309,73;2005
Wyoming;25,08938;0;25,08938;5,079745;2,355774;2,750999;4,107726;2,590761;0,733016;7,471357;20146,21;2005
Far West [2];19,59555;0,187367;19,40818;4,286112;1,714029;3,068926;1,811917;0,987515;0,808525;6,73116;1843002;2005
California;19,95247;0,246982;19,70548;4,424058;1,667059;3,177583;1,826281;0,874634;0,853829;6,88204;1395992;2005
Nevada;15,91504;0,00144;15,91361;3,507685;1,13028;1,744864;1,14162;1,657761;0,834744;5,89665;93840,26;2005
Oregon;20,16528;0;20,16528;4,162091;2,32046;3,234934;1,605286;1,419185;0,773005;6,650315;117659,2;2005
Washington;18,66182;0,001687;18,66014;3,840559;1,922077;2,869503;2,09709;1,1739;0,547281;6,209724;235510;2005
Alaska;35,28564;0;35,28564;6,938249;2,1924;5,54518;1,18521;4,822382;0,827261;13,77496;24926,48;2005
Hawaii;20,22549;0;20,22549;3,746738;1,908764;3,121173;1,810193;1,011614;0,5809;8,046107;46125,51;2005
United States ;0,190033;0,000461;0,189572;0,045;0,017191;0,033453;0,016025;0,011671;0,006979;0,059254;10043231;2004
New England;17,39952;0,036348;17,36317;4,093949;1,157579;3,619368;0,830017;1,094306;0,533474;6,034482;586787,8;2004
Connecticut;15,4015;0;15,4015;4,040743;1,126398;2,559604;1,076181;0,785817;0,494417;5,318339;163013,1;2004
Maine;22,24643;0,007949;22,23848;4,983325;1,575843;5,538618;1,388965;1,668474;0,497039;6,586213;41664,13;2004
Massachusetts;17,62263;0,066832;17,5558;3,777571;0,977031;3,764592;0,703965;1,179074;0,54055;6,613016;273747,7;2004
New Hampshire;15,07331;0;15,07331;4,175564;1,242358;3,073053;0,360684;1,064253;0,484703;4,672692;49312,43;2004
Rhode Island;20,05745;0,069634;19,98782;4,731835;1,294728;5,03761;0,842195;0,942375;0,744581;6,394492;38142,14;2004
Vermont;21,03533;0,002205;21,03313;5,5226;2,48092;4,857249;0,532059;1,593505;0,547862;5,498935;20908,38;2004
Mideast;19,83046;0,04273;19,78773;4,928051;1,301649;4,135571;1,352863;0,9892;0,753859;6,326536;1848337;2004
Delaware;20,05125;0,003297;20,04796;4,36758;2,250269;3,304378;1,128528;1,611822;0,652893;6,732488;30880,4;2004
District of Columbia;22,73597;0;22,73597;4,20761;0,345979;5,744578;2,116263;0,242868;1,434817;8,643855;29345,97;2004
Maryland;14,65336;0;14,65336;3,527306;1,588751;2,419037;0,748789;0,836441;0,616269;4,916768;231901,4;2004
New Jersey;16,93746;0;16,93746;5,24955;1,180206;2,677039;0,836223;0,852754;0,72042;5,421271;371906,3;2004
New York;23,39755;0,080897;23,31666;5,435874;1,173338;5,373402;1,846684;1,089248;0,91107;7,48704;754041,6;2004
Pennsylvania;18,65601;0,04155;18,61446;4,60452;1,473847;4,10205;1,223616;1,020354;0,542208;5,647861;430261,1;2004
Great Lakes;19,43816;0,003986;19,43417;4,889292;1,957492;3,224704;1,587635;1,172828;0,695302;5,906922;1518610;2004
Illinois;17,79978;0,000326;17,79945;4,26284;1,5883;2,532124;1,185308;1,095921;0,761851;6,373106;455496;2004
Indiana;18,55964;0;18,55964;4,639003;2,078065;2,988682;1,730494;1,207799;0,482068;5,433525;192107,5;2004
Michigan;20,87118;0,018169;20,85301;5,71438;2,460439;3,172018;2,144666;1,091737;0,694926;5,574844;322970,2;2004
Ohio;20,40894;0,0000992;20,40884;5,150316;1,739712;4,009933;1,698318;1,126071;0,695417;5,989076;363906,9;2004
Wisconsin;19,97557;0;19,97557;4,737014;2,293221;3,724761;1,238049;1,561241;0,753579;5,667703;184129;2004
Plains;18,43173;0,010905;18,42082;4,303984;1,933007;3,504387;1,441267;1,683682;0,574699;4,979796;656005,7;2004
Iowa;19,35798;0,050442;19,30754;4,435251;2,589596;3,23325;2,236795;1,661549;0,516902;4,634194;95281,04;2004
Kansas;18,62496;0,001759;18,62321;4,225561;2,53048;2,858009;1,267784;2,027767;0,622082;5,091524;87440,54;2004
Minnesota;19,20271;0;19,20271;4,401376;1,603919;4,435165;1,147429;1,58621;0,619591;5,409021;187640,7;2004
Missouri;17,01413;0,002179;17,01195;4,172612;1,493739;3,13371;1,657992;1,408221;0,591877;4,553801;182342,9;2004
Nebraska;18,30515;0,030483;18,27466;4,396919;2,216987;3,296887;1,235751;1,753888;0,479659;4,894572;58934,77;2004
North Dakota;21,61477;0;21,61477;4,630149;2,962369;3,736605;0,599065;2,60646;0,442439;6,637678;19239,47;2004
South Dakota;16,63637;0;16,63637;3,837451;1,555056;2,829934;0,776778;2,42589;0,493237;4,718024;25126,24;2004
Southeast;18,39676;0,000511;18,39625;4,105176;1,756137;3,310405;1,94885;1,224119;0,663757;5,387809;2282299;2004
Alabama;20,71429;0;20,71429;4,141261;2,581006;3,535646;3,492788;1,226405;0,589101;5,148083;130774,3;2004
Arkansas;19,73627;0,000572;19,7357;4,619031;2,248074;4,070116;1,452619;1,728929;0,595804;5,021124;74000,02;2004
Florida;16,95108;0;16,95108;3,607173;1,139452;2,734771;1,480354;1,185319;0,845635;5,958374;593045,4;2004
Georgia;18,17211;0;18,17211;4,87909;1,621052;3,10352;1,852568;0,883815;0,602297;5,229766;276303,7;2004
Kentucky;19,99536;0;19,99536;3,915197;2,163505;4,522002;1,328341;1,670564;0,511389;5,884364;116492;2004
Louisiana;21,73515;0;21,73515;4,492858;1,826447;3,25227;2,923353;1,34246;0,786684;7,111078;125423,6;2004
Mississippi;23,5794;0;23,5794;4,666396;2,618563;5,20307;3,207569;1,829586;0,695086;5,359126;73006,9;2004
North Carolina;18,45112;0;18,45112;3,810017;2,558908;3,323432;2,25786;1,315644;0,615564;4,569698;263587,1;2004
South Carolina;21,76041;0;21,76041;5,046354;1,966073;4,172644;3,035347;1,357228;0,618304;5,564459;118167,8;2004
Tennessee;17,37525;0;17,37525;3,705892;1,462762;4,272276;2,036246;0,97969;0,597626;4,320759;182840,2;2004
Virginia;15,21142;0,000472;15,21095;3,965097;1,52709;2,201652;1,257959;0,971186;0,533185;4,754776;282273,6;2004
West Virginia;22,88184;0,021341;22,8605;5,192198;2,217988;4,875975;1,229204;2,184862;0,469228;6,691044;46384,07;2004
Southwest;18,06182;0,004037;18,05778;4,726742;2,050207;2,860734;1,416749;1,232902;0,659354;5,111097;1022151;2004
Arizona;17,6072;0;17,6072;3,822158;1,830819;2,900024;1,179926;1,215291;0,829368;5,829611;170838,8;2004
New Mexico;24,12693;0;24,12693;5,425737;3,005723;4,885508;1,642157;1,56752;0,851408;6,748873;52314,5;2004
Oklahoma;17,52837;0,040068;17,4883;4,190861;2,217409;3,425068;1,267488;1,256391;0,564945;4,566142;102979,7;2004
Texas;17,79647;0;17,79647;4,975522;2,007498;2,615407;1,480019;1,208599;0,617156;4,892265;696017,9;2004
Rocky Mountain;18,88437;0,001069;18,8833;4,22463;2,189528;2,433187;1,638237;1,648583;0,669238;6,079899;317368,5;2004
Colorado;17,04915;0,001752;17,04739;3,925658;1,726955;1,910119;1,456508;1,463852;0,659196;5,905106;166624,9;2004
Idaho;18,69726;0;18,69726;4,229209;2,048008;3,090102;1,77514;1,62082;0,620951;5,313032;40326,51;2004
Montana;21,21546;0;21,21546;4,674289;2,266515;2,967738;1,356412;2,386052;0,640104;6,924353;26144,19;2004
Utah;21,03279;0,000717;21,03207;4,531292;3,373569;3,035983;1,519928;1,505433;0,71048;6,355388;66120,33;2004
Wyoming;24,96292;0;24,96292;5,194139;2,32621;2,809596;3,839053;2,865213;0,760421;7,168288;18152,58;2004
Far West [2];19,6108;0,196879;19,41392;4,334466;1,722267;2,927222;1,858321;0,949981;0,815526;6,806134;1745058;2004
California;19,97029;0,258955;19,71134;4,459636;1,668429;2,996573;1,896124;0,842674;0,870143;6,977758;1321815;2004
Nevada;16,13851;0,001304;16,1372;3,653672;1,189059;1,737431;1,171632;1,695179;0,842244;5,847986;83712,41;2004
Oregon;19,5923;0;19,5923;4,175221;2,323338;3,12196;1,445257;1,209987;0,734587;6,58195;112842;2004
Washington;18,80606;0,005143;18,80091;3,935281;1,933897;2,865272;2,097092;1,17107;0,527478;6,270823;226688,4;2004
Alaska;36,0685;0;36,0685;6,877976;2,468908;5,837432;1,023922;4,045394;0,796259;15,01861;23547,5;2004
Hawaii;20,13965;0,000578;20,13907;3,889428;1,788645;3,174781;1,564223;0,817328;0,612457;8,292207;43067,19;2004
